fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,total_acidity,acidity_ratio,free_sulfur_ratio,sulfur_dioxide_diff,sugar_alcohol_ratio,sweetness_index,mineral_content,ph_acidity_interaction,wine_body,quality_class
7.1,0.43,0.42,5.5,0.071,28.0,128.0,0.9973,3.42,0.71,10.5,7.95,16.13636,0.21873,100.0,0.52331,4.9225,0.781,27.189,10.47165,1
7.1,0.43,0.42,5.5,0.07,29.0,129.0,0.9973,3.42,0.72,10.5,7.95,16.13636,0.22479,100.0,0.52331,4.9225,0.79,27.189,10.47165,1
7.1,0.43,0.42,5.5,0.071,28.0,128.0,0.9973,3.42,0.71,10.5,7.95,16.13636,0.21873,100.0,0.52331,4.9225,0.781,27.189,10.47165,1
7.1,0.68,0.0,2.2,0.073,12.0,22.0,0.9969,3.48,0.5,9.3,7.78,10.28986,0.54521,10.0,0.23631,1.9954,0.573,27.0744,9.27117,1
6.8,0.6,0.18,1.9,0.079,18.0,86.0,0.9968,3.59,0.57,9.3,7.58,11.14754,0.20928,68.0,0.20408,1.7233,0.649,27.2122,9.27024,1
7.6,0.95,0.03,2.0,0.09,7.0,20.0,0.9959,3.2,0.56,9.6,8.58,7.91667,0.34983,13.0,0.20812,1.808,0.65,27.456,9.56064,1
7.6,0.68,0.02,1.3,0.072,9.0,20.0,0.9965,3.17,1.08,9.2,8.3,11.01449,0.44978,11.0,0.14115,1.1804,1.152,26.311,9.1678,0
7.8,0.53,0.04,1.7,0.076,17.0,31.0,0.9964,3.33,0.56,10.0,8.37,14.44444,0.54821,14.0,0.16983,1.53,0.636,27.8721,9.964,1
7.4,0.6,0.26,7.3,0.07,36.0,121.0,0.9982,3.37,0.49,9.4,8.26,12.13115,0.2975,85.0,0.77577,6.6138,0.56,27.8362,9.38308,1
7.3,0.59,0.26,7.2,0.07,35.0,121.0,0.9981,3.37,0.49,9.4,8.15,12.16667,0.28923,86.0,0.76514,6.5232,0.56,27.4655,9.38214,1
7.8,0.63,0.48,1.7,0.1,14.0,96.0,0.9961,3.19,0.62,9.5,8.91,12.1875,0.14582,82.0,0.17876,1.5385,0.72,28.4229,9.46295,1
6.8,0.64,0.1,2.1,0.085,18.0,101.0,0.9956,3.34,0.52,10.2,7.54,10.46154,0.1782,83.0,0.20568,1.8858,0.605,25.1836,10.15512,1
7.3,0.55,0.03,1.6,0.072,17.0,42.0,0.9956,3.37,0.48,9.0,7.88,13.03571,0.40467,25.0,0.17758,1.456,0.552,26.5556,8.9604,0
6.8,0.63,0.07,2.1,0.089,11.0,44.0,0.9953,3.47,0.55,10.4,7.5,10.625,0.24994,33.0,0.20173,1.8816,0.639,26.025,10.35112,1
7.5,0.705,0.24,1.8,0.36,15.0,63.0,0.9964,3.0,1.59,9.5,8.445,10.48951,0.23806,48.0,0.18927,1.629,1.95,25.335,9.4658,1
7.9,0.885,0.03,1.8,0.058,4.0,8.0,0.9972,3.36,0.33,9.1,8.815,8.82682,0.49938,4.0,0.19759,1.6362,0.388,29.6184,9.07452,0
8.0,0.42,0.17,2.0,0.073,6.0,18.0,0.9972,3.29,0.61,9.2,8.59,18.60465,0.33315,12.0,0.21716,1.816,0.683,28.2611,9.17424,1
8.0,0.42,0.17,2.0,0.073,6.0,18.0,0.9972,3.29,0.61,9.2,8.59,18.60465,0.33315,12.0,0.21716,1.816,0.683,28.2611,9.17424,1
7.4,0.62,0.05,1.9,0.068,24.0,42.0,0.9961,3.42,0.57,11.5,8.07,11.74603,0.57129,18.0,0.16507,1.6815,0.638,27.5994,11.45515,1
7.3,0.38,0.21,2.0,0.08,7.0,35.0,0.9961,3.33,0.47,9.5,7.89,18.71795,0.19994,28.0,0.2103,1.81,0.55,26.2737,9.46295,1
6.9,0.5,0.04,1.5,0.085,19.0,49.0,0.9958,3.35,0.78,9.5,7.44,13.52941,0.38768,30.0,0.15773,1.3575,0.865,24.924,9.4601,1
7.3,0.38,0.21,2.0,0.08,7.0,35.0,0.9961,3.33,0.47,9.5,7.89,18.71795,0.19994,28.0,0.2103,1.81,0.55,26.2737,9.46295,1
7.5,0.52,0.42,2.3,0.087,8.0,38.0,0.9972,3.58,0.61,10.5,8.44,14.15094,0.21047,30.0,0.21884,2.0585,0.697,30.2152,10.4706,1
7.0,0.805,0.0,2.5,0.068,7.0,20.0,0.9969,3.48,0.56,9.6,7.805,8.58896,0.34983,13.0,0.26015,2.26,0.628,27.1614,9.57024,1
8.8,0.61,0.14,2.4,0.067,10.0,42.0,0.9969,3.19,0.59,9.5,9.55,14.19355,0.23804,32.0,0.25237,2.172,0.657,30.4645,9.47055,1
8.8,0.61,0.14,2.4,0.067,10.0,42.0,0.9969,3.19,0.59,9.5,9.55,14.19355,0.23804,32.0,0.25237,2.172,0.657,30.4645,9.47055,1
8.9,0.61,0.49,2.0,0.27,23.0,110.0,0.9972,3.12,1.02,9.3,10.0,14.35484,0.20907,87.0,0.21482,1.814,1.29,31.2,9.27396,1
7.2,0.73,0.02,2.5,0.076,16.0,42.0,0.9972,3.44,0.52,9.3,7.95,9.72973,0.38086,26.0,0.26853,2.2675,0.596,27.348,9.27396,1
6.8,0.61,0.2,1.8,0.077,11.0,65.0,0.9971,3.54,0.58,9.3,7.61,10.96774,0.1692,54.0,0.19334,1.6326,0.657,26.9394,9.27303,1
6.7,0.62,0.21,1.9,0.079,8.0,62.0,0.997,3.52,0.58,9.3,7.53,10.63492,0.12901,54.0,0.20408,1.7233,0.659,26.5056,9.2721,1
8.9,0.31,0.57,2.0,0.111,26.0,85.0,0.9971,3.26,0.53,9.7,9.78,27.8125,0.30585,59.0,0.20597,1.806,0.641,31.8828,9.67187,1
7.4,0.39,0.48,2.0,0.082,14.0,67.0,0.9972,3.34,0.55,9.2,8.27,18.5,0.20892,53.0,0.21716,1.816,0.632,27.6218,9.17424,1
7.7,0.705,0.1,2.6,0.084,9.0,26.0,0.9976,3.39,0.49,9.7,8.505,10.76923,0.34602,17.0,0.26777,2.3478,0.574,28.83195,9.67672,1
7.9,0.5,0.33,2.0,0.084,15.0,143.0,0.9968,3.2,0.55,9.5,8.73,15.4902,0.10489,128.0,0.2103,1.81,0.634,27.936,9.4696,1
7.9,0.49,0.32,1.9,0.082,17.0,144.0,0.9968,3.2,0.55,9.5,8.71,15.8,0.11805,127.0,0.19979,1.7195,0.632,27.872,9.4696,1
8.2,0.5,0.35,2.9,0.077,21.0,127.0,0.9976,3.23,0.62,9.4,9.05,16.07843,0.16534,106.0,0.30818,2.6274,0.697,29.2315,9.37744,1
6.4,0.37,0.25,1.9,0.074,21.0,49.0,0.9974,3.57,0.62,9.8,7.02,16.84211,0.42848,28.0,0.19368,1.7138,0.694,25.0614,9.77452,1
6.8,0.63,0.12,3.8,0.099,16.0,126.0,0.9969,3.28,0.61,9.5,7.55,10.625,0.12697,110.0,0.39958,3.439,0.709,24.764,9.47055,1
7.6,0.55,0.21,2.2,0.071,7.0,28.0,0.9964,3.28,0.55,9.7,8.36,13.57143,0.24991,21.0,0.22657,1.9866,0.621,27.4208,9.66508,1
7.6,0.55,0.21,2.2,0.071,7.0,28.0,0.9964,3.28,0.55,9.7,8.36,13.57143,0.24991,21.0,0.22657,1.9866,0.621,27.4208,9.66508,1
7.8,0.59,0.33,2.0,0.074,24.0,120.0,0.9968,3.25,0.54,9.4,8.72,13.0,0.19998,96.0,0.21254,1.812,0.614,28.34,9.36992,1
7.3,0.58,0.3,2.4,0.074,15.0,55.0,0.9968,3.46,0.59,10.2,8.18,12.37288,0.27268,40.0,0.23506,2.1552,0.664,28.3028,10.16736,1
11.5,0.3,0.6,2.0,0.067,12.0,27.0,0.9981,3.11,0.97,10.1,12.4,37.09677,0.44428,15.0,0.19782,1.798,1.037,38.564,10.08081,1
5.4,0.835,0.08,1.2,0.046,13.0,93.0,0.9924,3.57,0.85,13.0,6.315,6.39053,0.13977,80.0,0.09224,1.044,0.896,22.54455,12.9012,2
6.9,1.09,0.06,2.1,0.061,12.0,31.0,0.9948,3.51,0.43,11.4,8.05,6.27273,0.38697,19.0,0.18405,1.8606,0.491,28.2555,11.34072,0
9.6,0.32,0.47,1.4,0.056,9.0,24.0,0.99695,3.22,0.82,10.3,10.39,29.09091,0.37484,15.0,0.13579,1.2558,0.876,33.4558,10.26858,2
8.8,0.37,0.48,2.1,0.097,39.0,145.0,0.9975,3.04,1.03,9.3,9.65,23.15789,0.26895,106.0,0.22556,1.9047,1.127,29.336,9.27675,1
6.8,0.5,0.11,1.5,0.075,16.0,49.0,0.99545,3.36,0.79,9.5,7.41,13.33333,0.32646,33.0,0.15773,1.3575,0.865,24.8976,9.45678,1
7.0,0.42,0.35,1.6,0.088,16.0,39.0,0.9961,3.34,0.55,9.2,7.77,16.27907,0.41015,23.0,0.17372,1.4528,0.638,25.9518,9.16412,1
7.0,0.43,0.36,1.6,0.089,14.0,37.0,0.99615,3.34,0.56,9.2,7.79,15.90909,0.37828,23.0,0.17372,1.4528,0.649,26.0186,9.16458,1
12.8,0.3,0.74,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,13.84,41.29032,0.32131,19.0,0.24052,2.3192,0.865,44.288,10.79352,2
12.8,0.3,0.74,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,13.84,41.29032,0.32131,19.0,0.24052,2.3192,0.865,44.288,10.79352,2
7.8,0.57,0.31,1.8,0.069,26.0,120.0,0.99625,3.29,0.53,9.3,8.68,13.44828,0.21665,94.0,0.19334,1.6326,0.599,28.5572,9.26513,1
7.8,0.44,0.28,2.7,0.1,18.0,95.0,0.9966,3.22,0.67,9.4,8.52,17.33333,0.18945,77.0,0.28693,2.4462,0.77,27.4344,9.36804,1
11.0,0.3,0.58,2.1,0.054,7.0,19.0,0.998,3.31,0.88,10.5,11.88,35.48387,0.36823,12.0,0.19981,1.8795,0.934,39.3228,10.479,2
9.7,0.53,0.6,2.0,0.039,5.0,19.0,0.99585,3.3,0.86,12.4,10.83,17.96296,0.26302,14.0,0.16116,1.752,0.899,35.739,12.34854,1
8.0,0.725,0.24,2.8,0.083,10.0,62.0,0.99685,3.35,0.56,10.0,8.965,10.88435,0.16126,52.0,0.27972,2.52,0.643,30.03275,9.9685,1
11.6,0.44,0.64,2.1,0.059,5.0,15.0,0.998,3.21,0.67,10.2,12.68,25.77778,0.33311,10.0,0.20568,1.8858,0.729,40.7028,10.1796,1
8.2,0.57,0.26,2.2,0.06,28.0,65.0,0.9959,3.3,0.43,10.1,9.03,14.13793,0.4307,37.0,0.21761,1.9778,0.49,29.799,10.05859,1
7.8,0.735,0.08,2.4,0.092,10.0,41.0,0.9974,3.24,0.71,9.8,8.615,10.4698,0.24384,31.0,0.24465,2.1648,0.802,27.9126,9.77452,1
7.0,0.49,0.49,5.6,0.06,26.0,121.0,0.9974,3.34,0.76,10.5,7.98,14.0,0.21486,95.0,0.53283,5.012,0.82,26.6532,10.4727,1
8.7,0.625,0.16,2.0,0.101,13.0,49.0,0.9962,3.14,0.57,11.0,9.485,13.70079,0.26525,36.0,0.18165,1.78,0.671,29.7829,10.9582,1
8.1,0.725,0.22,2.2,0.072,11.0,41.0,0.9967,3.36,0.55,9.1,9.045,11.02041,0.26823,30.0,0.24149,1.9998,0.622,30.3912,9.06997,1
7.5,0.49,0.19,1.9,0.076,10.0,44.0,0.9957,3.39,0.54,9.7,8.18,15.0,0.22722,34.0,0.19567,1.7157,0.616,27.7302,9.65829,1
7.8,0.53,0.33,2.4,0.08,24.0,144.0,0.99655,3.3,0.6,9.5,8.66,14.44444,0.16666,120.0,0.25237,2.172,0.68,28.578,9.46723,1
7.8,0.34,0.37,2.0,0.082,24.0,58.0,0.9964,3.34,0.59,9.4,8.51,22.28571,0.41372,34.0,0.21254,1.812,0.672,28.4234,9.36616,1
7.4,0.53,0.26,2.0,0.101,16.0,72.0,0.9957,3.15,0.57,9.4,8.19,13.7037,0.22219,56.0,0.21254,1.812,0.671,25.7985,9.35958,1
6.8,0.61,0.04,1.5,0.057,5.0,10.0,0.99525,3.42,0.6,9.5,7.45,10.96774,0.4995,5.0,0.15773,1.3575,0.657,25.479,9.45488,1
8.6,0.645,0.25,2.0,0.083,8.0,28.0,0.99815,3.28,0.6,10.0,9.495,13.12977,0.28561,20.0,0.1998,1.8,0.683,31.1436,9.9815,1
8.4,0.635,0.36,2.0,0.089,15.0,55.0,0.99745,3.31,0.57,10.4,9.395,13.02326,0.27268,40.0,0.19212,1.792,0.659,31.09745,10.37348,0
7.7,0.43,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58,10.5,8.38,17.5,0.46024,34.0,0.24738,2.327,0.653,28.2406,10.45957,1
8.9,0.59,0.5,2.0,0.337,27.0,81.0,0.9964,3.04,1.61,9.5,9.99,14.83333,0.33329,54.0,0.2103,1.81,1.947,30.3696,9.4658,1
9.0,0.82,0.14,2.6,0.089,9.0,23.0,0.9984,3.39,0.63,9.8,9.96,10.84337,0.39113,14.0,0.26504,2.3452,0.719,33.7644,9.78432,1
7.7,0.43,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58,10.5,8.38,17.5,0.46024,34.0,0.24738,2.327,0.653,28.2406,10.45957,1
6.9,0.52,0.25,2.6,0.081,10.0,37.0,0.99685,3.46,0.5,11.0,7.67,13.01887,0.2702,27.0,0.23615,2.314,0.581,26.5382,10.96535,1
5.2,0.48,0.04,1.6,0.054,19.0,106.0,0.9927,3.54,0.62,12.2,5.72,10.61224,0.17923,87.0,0.13104,1.4048,0.674,20.2488,12.11094,2
8.0,0.38,0.06,1.8,0.078,12.0,49.0,0.99625,3.37,0.52,9.9,8.44,20.51282,0.24485,37.0,0.18163,1.6218,0.598,28.4428,9.86288,1
8.5,0.37,0.2,2.8,0.09,18.0,58.0,0.998,3.34,0.7,9.6,9.07,22.36842,0.31029,40.0,0.29136,2.5312,0.79,30.2938,9.5808,1
6.9,0.52,0.25,2.6,0.081,10.0,37.0,0.99685,3.46,0.5,11.0,7.67,13.01887,0.2702,27.0,0.23615,2.314,0.581,26.5382,10.96535,1
8.2,1.0,0.09,2.3,0.065,7.0,37.0,0.99685,3.32,0.55,9.0,9.29,8.11881,0.18914,30.0,0.25527,2.093,0.615,30.8428,8.97165,1
7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,7.83,11.25,0.36832,24.0,0.21088,1.729,0.677,26.3871,8.97075,1
7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,7.83,11.25,0.36832,24.0,0.21088,1.729,0.677,26.3871,8.97075,1
7.2,0.645,0.0,1.9,0.097,15.0,39.0,0.99675,3.37,0.58,9.2,7.845,10.99237,0.38452,24.0,0.2063,1.7252,0.677,26.43765,9.1701,1
7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,7.83,11.25,0.36832,24.0,0.21088,1.729,0.677,26.3871,8.97075,1
8.2,1.0,0.09,2.3,0.065,7.0,37.0,0.99685,3.32,0.55,9.0,9.29,8.11881,0.18914,30.0,0.25527,2.093,0.615,30.8428,8.97165,1
8.9,0.635,0.37,1.7,0.263,5.0,62.0,0.9971,3.0,1.09,9.3,9.905,13.79845,0.08063,57.0,0.1826,1.5419,1.353,29.715,9.27303,1
12.0,0.38,0.56,2.1,0.093,6.0,24.0,0.99925,3.14,0.71,10.9,12.94,30.76923,0.2499,18.0,0.19248,1.8711,0.803,40.6316,10.89182,1
7.7,0.58,0.1,1.8,0.102,28.0,109.0,0.99565,3.08,0.49,9.8,8.38,13.05085,0.25686,81.0,0.18349,1.6236,0.592,25.8104,9.75737,1
15.0,0.21,0.44,2.2,0.075,10.0,24.0,1.00005,3.07,0.84,9.2,15.65,68.18182,0.41649,14.0,0.23887,1.9976,0.915,48.0455,9.20046,2
15.0,0.21,0.44,2.2,0.075,10.0,24.0,1.00005,3.07,0.84,9.2,15.65,68.18182,0.41649,14.0,0.23887,1.9976,0.915,48.0455,9.20046,2
7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,7.96,10.89552,0.26076,17.0,0.20182,1.802,1.044,28.7356,9.88317,1
7.1,0.68,0.07,1.9,0.075,16.0,51.0,0.99685,3.38,0.52,9.5,7.85,10.28986,0.31366,35.0,0.19979,1.7195,0.595,26.533,9.47008,1
8.2,0.6,0.17,2.3,0.072,11.0,73.0,0.9963,3.2,0.45,9.3,8.97,13.44262,0.15066,62.0,0.24705,2.0861,0.522,28.704,9.26559,1
7.7,0.53,0.06,1.7,0.074,9.0,39.0,0.99615,3.35,0.48,9.8,8.29,14.25926,0.23071,30.0,0.17329,1.5334,0.554,27.7715,9.76227,1
7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,7.96,10.89552,0.26076,17.0,0.20182,1.802,1.044,28.7356,9.88317,1
10.8,0.32,0.44,1.6,0.063,16.0,37.0,0.9985,3.22,0.78,10.0,11.56,32.72727,0.43232,21.0,0.15984,1.44,0.843,37.2232,9.985,1
7.1,0.6,0.0,1.8,0.074,16.0,34.0,0.9972,3.47,0.7,9.9,7.7,11.63934,0.47045,18.0,0.18163,1.6218,0.774,26.719,9.87228,1
11.1,0.35,0.48,3.1,0.09,5.0,21.0,0.9986,3.17,0.53,10.5,11.93,30.83333,0.23798,16.0,0.29496,2.7745,0.62,37.8181,10.4853,1
7.7,0.775,0.42,1.9,0.092,8.0,86.0,0.9959,3.23,0.59,9.5,8.895,9.80892,0.09301,78.0,0.19979,1.7195,0.682,28.73085,9.46105,1
7.1,0.6,0.0,1.8,0.074,16.0,34.0,0.9972,3.47,0.7,9.9,7.7,11.63934,0.47045,18.0,0.18163,1.6218,0.774,26.719,9.87228,1
8.0,0.57,0.23,3.2,0.073,17.0,119.0,0.99675,3.26,0.57,9.3,8.8,13.7931,0.14285,102.0,0.34372,2.9024,0.643,28.688,9.26978,1
9.4,0.34,0.37,2.2,0.075,5.0,13.0,0.998,3.22,0.62,9.2,10.11,26.85714,0.38432,8.0,0.23887,1.9976,0.695,32.5542,9.1816,1
6.6,0.695,0.0,2.1,0.075,12.0,56.0,0.9968,3.49,0.67,9.2,7.295,9.3617,0.21425,44.0,0.22801,1.9068,0.745,25.45955,9.17056,1
7.7,0.41,0.76,1.8,0.611,8.0,45.0,0.9968,3.06,1.26,9.4,8.87,18.33333,0.17774,37.0,0.19129,1.6308,1.871,27.1422,9.36992,1
10.0,0.31,0.47,2.6,0.085,14.0,33.0,0.99965,3.36,0.8,10.5,10.78,31.25,0.42411,19.0,0.24738,2.327,0.885,36.2208,10.49632,2
7.9,0.33,0.23,1.7,0.077,18.0,45.0,0.99625,3.29,0.65,9.3,8.46,23.23529,0.39991,27.0,0.1826,1.5419,0.727,27.8334,9.26513,1
7.0,0.975,0.04,2.0,0.087,12.0,67.0,0.99565,3.35,0.6,9.4,8.015,7.1066,0.17908,55.0,0.21254,1.812,0.687,26.85025,9.35911,0
8.0,0.52,0.03,1.7,0.07,10.0,35.0,0.99575,3.34,0.57,10.0,8.55,15.09434,0.28563,25.0,0.16983,1.53,0.64,28.557,9.9575,1
7.9,0.37,0.23,1.8,0.077,23.0,49.0,0.9963,3.28,0.67,9.3,8.5,20.78947,0.46929,26.0,0.19334,1.6326,0.747,27.88,9.26559,1
12.5,0.56,0.49,2.4,0.064,5.0,27.0,0.9999,3.08,0.87,10.9,13.55,21.92982,0.18512,22.0,0.21998,2.1384,0.934,41.734,10.89891,1
11.8,0.26,0.52,1.8,0.071,6.0,10.0,0.9968,3.2,0.72,10.2,12.58,43.7037,0.5994,4.0,0.1763,1.6164,0.791,40.256,10.16736,2
8.1,0.87,0.0,3.3,0.096,26.0,61.0,1.00025,3.6,0.72,9.8,8.97,9.20455,0.42616,35.0,0.33639,2.9766,0.816,32.292,9.80245,0
7.9,0.35,0.46,3.6,0.078,15.0,37.0,0.9973,3.35,0.86,12.8,8.71,21.94444,0.4053,22.0,0.28103,3.1392,0.938,29.1785,12.76544,2
6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,3.69,0.91,9.4,7.48,12.54545,0.25916,20.0,0.31881,2.718,0.987,27.6012,9.38778,1
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,12.19,60.52632,0.17384,19.0,0.39565,3.596,1.074,39.9832,10.09596,1
7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,8.505,14.23423,0.44255,34.0,0.37348,3.572,0.757,28.5768,10.66255,1
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,12.19,60.52632,0.17384,19.0,0.39565,3.596,1.074,39.9832,10.09596,1
10.9,0.37,0.58,4.0,0.071,17.0,65.0,0.99935,3.22,0.78,10.1,11.85,28.68421,0.2615,48.0,0.39565,3.596,0.851,38.157,10.09344,1
8.4,0.715,0.2,2.4,0.076,10.0,38.0,0.99735,3.31,0.64,9.4,9.315,11.58621,0.26309,28.0,0.25505,2.1744,0.716,30.83265,9.37509,1
7.5,0.65,0.18,7.0,0.088,27.0,94.0,0.99915,3.38,0.77,9.4,8.33,11.36364,0.2872,67.0,0.74389,6.342,0.858,28.1554,9.39201,1
7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,8.505,14.23423,0.44255,34.0,0.37348,3.572,0.757,28.5768,10.66255,1
6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,3.69,0.91,9.4,7.48,12.54545,0.25916,20.0,0.31881,2.718,0.987,27.6012,9.38778,1
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,12.19,60.52632,0.17384,19.0,0.39565,3.596,1.074,39.9832,10.09596,1
10.3,0.32,0.45,6.4,0.073,5.0,13.0,0.9976,3.23,0.82,12.6,11.07,31.21212,0.38432,8.0,0.50753,5.5936,0.893,35.7561,12.56976,2
8.9,0.4,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,9.62,21.70732,0.21272,37.0,0.53283,5.012,0.857,32.5156,10.49055,2
11.4,0.26,0.44,3.6,0.071,6.0,19.0,0.9986,3.12,0.82,9.3,12.1,42.22222,0.31562,13.0,0.38668,3.2652,0.891,37.752,9.28698,1
7.7,0.27,0.68,3.5,0.358,5.0,10.0,0.9972,3.25,1.08,9.9,8.65,27.5,0.4995,5.0,0.35318,3.1535,1.438,28.1125,9.87228,2
7.6,0.52,0.12,3.0,0.067,12.0,53.0,0.9971,3.36,0.57,9.1,8.24,14.33962,0.22637,41.0,0.32931,2.727,0.637,27.6864,9.07361,1
8.9,0.4,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,9.62,21.70732,0.21272,37.0,0.53283,5.012,0.857,32.5156,10.49055,2
9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,10.56,16.5,0.45064,39.0,0.34659,3.0668,0.812,34.9536,9.80147,1
9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,10.56,16.5,0.45064,39.0,0.34659,3.0668,0.812,34.9536,9.80147,1
12.0,0.45,0.55,2.0,0.073,25.0,49.0,0.9997,3.1,0.76,10.3,13.0,26.08696,0.5101,24.0,0.19399,1.794,0.833,40.3,10.29691,1
7.5,0.4,0.12,3.0,0.092,29.0,53.0,0.9967,3.37,0.7,10.3,8.02,18.29268,0.54707,24.0,0.29098,2.691,0.792,27.0274,10.26601,1
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,9.31,16.41509,0.40808,29.0,0.23563,2.235,0.951,31.0954,10.57456,2
11.6,0.42,0.53,3.3,0.105,33.0,98.0,1.001,3.2,0.95,9.2,12.55,26.97674,0.3367,65.0,0.35831,2.9964,1.055,40.16,9.2092,1
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,9.31,16.41509,0.40808,29.0,0.23563,2.235,0.951,31.0954,10.57456,2
11.0,0.2,0.48,2.0,0.343,6.0,18.0,0.9979,3.3,0.71,10.5,11.68,52.38095,0.33315,12.0,0.19029,1.79,1.053,38.544,10.47795,1
10.4,0.55,0.23,2.7,0.091,18.0,48.0,0.9994,3.22,0.64,10.3,11.18,18.57143,0.37492,30.0,0.26188,2.4219,0.731,35.9996,10.29382,1
6.9,0.36,0.25,2.4,0.098,5.0,16.0,0.9964,3.41,0.6,10.1,7.51,18.64865,0.3123,11.0,0.23739,2.1576,0.698,25.6091,10.06364,1
13.3,0.34,0.52,3.2,0.094,17.0,53.0,1.0014,3.05,0.81,9.5,14.16,38.0,0.32069,36.0,0.33649,2.896,0.904,43.188,9.5133,1
10.8,0.5,0.46,2.5,0.073,5.0,27.0,1.0001,3.05,0.64,9.5,11.76,21.17647,0.18512,22.0,0.26288,2.2625,0.713,35.868,9.50095,1
10.6,0.83,0.37,2.6,0.086,26.0,70.0,0.9981,3.16,0.52,9.9,11.8,12.61905,0.37138,44.0,0.26236,2.3426,0.606,37.288,9.88119,1
7.1,0.63,0.06,2.0,0.083,8.0,29.0,0.99855,3.67,0.73,9.6,7.79,11.09375,0.27577,21.0,0.20812,1.808,0.813,28.5893,9.58608,1
7.2,0.65,0.02,2.3,0.094,5.0,31.0,0.9993,3.67,0.8,9.7,7.87,10.90909,0.16124,26.0,0.23687,2.0769,0.894,28.8829,9.69321,1
6.9,0.67,0.06,2.1,0.08,8.0,33.0,0.99845,3.68,0.71,9.6,7.63,10.14706,0.24235,25.0,0.21852,1.8984,0.79,28.0784,9.58512,1
7.5,0.53,0.06,2.6,0.086,20.0,44.0,0.9965,3.38,0.59,10.7,8.09,13.88889,0.45444,24.0,0.24276,2.3218,0.676,27.3442,10.66255,1
11.1,0.18,0.48,1.5,0.068,7.0,15.0,0.9973,3.22,0.64,10.1,11.76,58.42105,0.46636,8.0,0.14837,1.3485,0.708,37.8672,10.07273,1
8.3,0.705,0.12,2.6,0.092,12.0,28.0,0.9994,3.51,0.72,10.0,9.125,11.60839,0.42842,16.0,0.25974,2.34,0.812,32.02875,9.994,1
7.4,0.67,0.12,1.6,0.186,5.0,21.0,0.996,3.39,0.54,9.5,8.19,10.88235,0.23798,16.0,0.16824,1.448,0.726,27.7641,9.462,1
8.4,0.65,0.6,2.1,0.112,12.0,90.0,0.9973,3.2,0.52,9.2,9.65,12.72727,0.13332,78.0,0.22801,1.9068,0.632,30.88,9.17516,1
10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,9.3,11.31,19.07407,0.2399,19.0,0.26853,2.2675,0.653,35.2872,9.29814,1
7.6,0.62,0.32,2.2,0.082,7.0,54.0,0.9966,3.36,0.52,9.4,8.54,12.06349,0.12961,47.0,0.23379,1.9932,0.602,28.6944,9.36804,1
10.3,0.41,0.42,2.4,0.213,6.0,14.0,0.9994,3.19,0.62,9.5,11.13,24.52381,0.42827,8.0,0.25237,2.172,0.833,35.5047,9.4943,1
10.3,0.43,0.44,2.4,0.214,5.0,12.0,0.9994,3.19,0.63,9.5,11.17,23.40909,0.41632,7.0,0.25237,2.172,0.844,35.6323,9.4943,1
7.4,0.29,0.38,1.7,0.062,9.0,30.0,0.9968,3.41,0.53,9.5,8.07,24.66667,0.2999,21.0,0.17876,1.5385,0.592,27.5187,9.4696,1
10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,9.3,11.31,19.07407,0.2399,19.0,0.26853,2.2675,0.653,35.2872,9.29814,1
7.9,0.53,0.24,2.0,0.072,15.0,105.0,0.996,3.27,0.54,9.4,8.67,14.62963,0.14284,90.0,0.21254,1.812,0.612,28.3509,9.3624,1
